Figure 13 data,,,,,,,
Voltammogram (top),,Residual gas analyzer data (bottom),,,,,
,,-0.5 V,,-0.8 V,,-0.9 V,
Potential (V),Current (A),Time (s),2 AMU signal intensity,Time (s),2 AMU signal intensity,Time (s),2 AMU signal intensity
-0.205841,-0.00854492,288.905,2.46E+00,288.861,2.98E+00,289.022,2.71E+00
-0.208282,-0.0085083,289.22,2.35E+00,289.176,2.95E+00,289.337,2.92E+00
-0.210724,-0.00847778,289.536,2.43E+00,289.492,2.89E+00,289.653,2.73E+00
-0.213165,-0.00841064,289.852,2.51E+00,289.807,3.11E+00,289.969,2.95E+00
-0.215607,-0.00837708,290.167,2.50E+00,290.123,3.06E+00,290.284,3.04E+00
-0.218048,-0.00836487,290.483,2.21E+00,290.439,3.31E+00,290.6,3.30E+00
-0.22049,-0.00828552,290.798,2.13E+00,290.754,3.31E+00,290.915,3.18E+00
-0.222931,-0.00821838,291.114,2.12E+00,291.07,3.20E+00,291.231,3.00E+00
-0.225372,-0.00818481,291.43,2.21E+00,291.385,2.93E+00,291.547,3.21E+00
-0.227814,-0.00815735,291.745,2.08E+00,291.701,2.59E+00,291.862,2.99E+00
-0.230255,-0.0080719,292.061,2.17E+00,292.017,2.61E+00,292.178,2.82E+00
-0.232697,-0.00800476,292.376,2.16E+00,292.332,2.64E+00,292.493,2.79E+00
-0.235138,-0.00799255,292.692,2.35E+00,292.648,2.90E+00,292.809,2.54E+00
-0.237579,-0.00794678,293.008,2.54E+00,292.963,2.71E+00,293.125,2.68E+00
-0.240021,-0.00787048,293.323,2.49E+00,293.279,2.98E+00,293.44,2.69E+00
-0.242462,-0.0078186,293.639,2.60E+00,293.595,3.11E+00,293.756,2.84E+00
-0.244904,-0.0078186,293.954,2.62E+00,293.91,3.00E+00,294.071,3.00E+00
-0.247345,-0.00775757,294.27,2.32E+00,294.226,3.05E+00,294.387,3.02E+00
-0.249786,-0.00769043,294.586,2.29E+00,294.541,3.18E+00,294.703,2.90E+00
-0.252228,-0.00765381,294.901,2.17E+00,294.857,2.89E+00,295.018,3.23E+00
-0.254669,-0.0076355,295.217,2.21E+00,295.173,3.00E+00,295.334,3.27E+00
-0.257111,-0.00756836,295.532,2.01E+00,295.488,2.91E+00,295.649,3.03E+00
-0.259552,-0.00750122,295.848,2.09E+00,295.804,2.51E+00,295.965,3.12E+00
-0.261993,-0.00748596,296.164,2.30E+00,296.119,2.84E+00,296.281,2.71E+00
-0.264435,-0.0074707,296.479,2.41E+00,296.435,2.91E+00,296.596,2.78E+00
-0.266876,-0.00740051,296.795,2.49E+00,296.751,2.99E+00,296.912,2.67E+00
-0.269318,-0.00734558,297.11,2.70E+00,297.066,2.85E+00,297.227,2.82E+00
-0.271759,-0.00735474,297.426,2.41E+00,297.382,3.09E+00,297.543,2.66E+00
-0.2742,-0.00733337,297.742,2.53E+00,297.697,2.99E+00,297.859,2.93E+00
-0.276642,-0.00726929,298.057,2.34E+00,298.013,3.18E+00,298.174,3.14E+00
-0.279083,-0.00724182,298.373,2.28E+00,298.329,3.05E+00,298.49,3.21E+00
-0.281525,-0.00724182,298.688,2.20E+00,298.644,3.09E+00,298.805,3.19E+00
-0.283966,-0.00718994,299.004,2.18E+00,298.96,2.94E+00,299.121,3.07E+00
-0.286407,-0.00716248,299.32,1.99E+00,299.275,2.73E+00,299.437,2.90E+00
-0.288849,-0.00708923,299.635,2.15E+00,299.591,2.61E+00,299.752,2.88E+00
-0.29129,-0.00706177,299.951,2.35E+00,299.907,2.78E+00,300.068,2.86E+00
-0.293732,-0.0070343,300.266,2.43E+00,300.222,2.53E+00,300.383,2.83E+00
-0.296173,-0.00701294,300.582,2.43E+00,300.538,2.87E+00,300.699,2.96E+00
-0.298615,-0.00697937,300.898,2.49E+00,300.853,2.81E+00,301.015,2.80E+00
-0.301056,-0.00695496,301.213,2.52E+00,301.169,2.88E+00,301.33,2.85E+00
-0.303497,-0.00693054,301.529,2.37E+00,301.485,3.01E+00,301.646,2.93E+00
-0.305939,-0.00690002,301.844,2.40E+00,301.8,3.35E+00,301.961,3.06E+00
-0.30838,-0.00687561,302.16,2.22E+00,302.116,3.23E+00,302.277,3.04E+00
-0.310822,-0.0068573,302.476,2.15E+00,302.431,3.20E+00,302.593,3.35E+00
-0.313263,-0.00683594,302.791,2.27E+00,302.747,2.93E+00,302.908,3.21E+00
-0.315704,-0.00681152,303.107,2.16E+00,303.063,2.92E+00,303.224,2.97E+00
-0.318146,-0.00679626,303.422,2.08E+00,303.378,2.65E+00,303.539,2.96E+00
-0.320587,-0.0067688,303.738,2.14E+00,303.694,2.73E+00,303.855,2.91E+00
-0.323029,-0.00674744,304.054,2.20E+00,304.009,2.73E+00,304.171,2.80E+00
-0.32547,-0.0067749,304.369,2.29E+00,304.325,2.71E+00,304.486,2.60E+00
-0.327911,-0.00675659,304.685,2.44E+00,304.641,2.73E+00,304.802,2.65E+00
-0.330353,-0.00673218,305,2.59E+00,304.956,2.98E+00,305.117,2.99E+00
-0.332794,-0.00671082,305.316,2.50E+00,305.272,3.03E+00,305.433,2.82E+00
-0.335236,-0.0066864,305.632,2.35E+00,305.587,3.02E+00,305.749,2.97E+00
-0.337677,-0.00666809,305.947,2.28E+00,305.903,3.11E+00,306.064,3.22E+00
-0.340118,-0.00664978,306.263,2.18E+00,306.219,3.15E+00,306.38,3.22E+00
-0.34256,-0.00663147,306.578,2.11E+00,306.534,3.14E+00,306.695,3.16E+00
-0.345001,-0.00663147,306.894,2.04E+00,306.85,2.99E+00,307.011,3.11E+00
-0.347443,-0.00662537,307.21,1.96E+00,307.165,2.86E+00,307.327,2.91E+00
-0.349884,-0.00661011,307.525,2.20E+00,307.481,2.89E+00,307.642,3.11E+00
-0.352325,-0.00658875,307.841,2.22E+00,307.797,2.67E+00,307.958,2.73E+00
-0.354767,-0.00657349,308.156,2.46E+00,308.112,2.60E+00,308.273,2.74E+00
-0.357208,-0.00664368,308.472,2.44E+00,308.428,2.70E+00,308.589,2.82E+00
-0.35965,-0.0065918,308.788,2.60E+00,308.743,3.00E+00,308.905,2.81E+00
-0.362091,-0.00655212,309.103,2.38E+00,309.059,3.07E+00,309.22,2.83E+00
-0.364532,-0.00652466,309.419,2.40E+00,309.375,2.96E+00,309.536,3.00E+00
-0.366974,-0.00650024,309.734,2.48E+00,309.69,3.07E+00,309.851,3.15E+00
-0.369415,-0.00648193,310.05,2.15E+00,310.006,3.25E+00,310.167,3.18E+00
-0.371857,-0.00646362,310.366,2.04E+00,310.321,3.13E+00,310.483,3.11E+00
-0.374298,-0.00644836,310.681,2.12E+00,310.637,2.82E+00,310.798,3.30E+00
-0.37674,-0.00643616,310.997,1.95E+00,310.953,2.78E+00,311.114,3.07E+00
-0.379181,-0.00641479,311.312,2.02E+00,311.268,2.67E+00,311.429,2.93E+00
-0.381622,-0.00640259,311.628,2.21E+00,311.584,2.76E+00,311.745,2.88E+00
-0.384064,-0.00639038,311.944,2.44E+00,311.899,2.82E+00,312.061,2.82E+00
-0.386505,-0.00637512,312.259,2.76E+00,312.215,2.90E+00,312.376,2.61E+00
-0.388947,-0.00636597,312.575,2.68E+00,312.531,2.95E+00,312.692,2.68E+00
-0.391388,-0.00636902,312.89,2.49E+00,312.846,3.17E+00,313.007,2.87E+00
-0.393829,-0.00636597,313.206,2.53E+00,313.162,3.20E+00,313.323,2.90E+00
-0.396271,-0.0063446,313.522,2.36E+00,313.477,3.20E+00,313.639,3.04E+00
-0.398712,-0.00632935,313.837,2.21E+00,313.793,3.09E+00,313.954,3.38E+00
-0.401154,-0.00632324,314.153,2.26E+00,314.109,3.01E+00,314.27,3.31E+00
-0.403595,-0.00630798,314.468,2.05E+00,314.424,2.91E+00,314.585,2.94E+00
-0.406036,-0.00629578,314.784,2.01E+00,314.74,3.01E+00,314.901,2.97E+00
-0.408478,-0.00628357,315.1,2.22E+00,315.055,2.65E+00,315.217,2.99E+00
-0.410919,-0.00628662,315.415,2.13E+00,315.371,2.88E+00,315.532,2.77E+00
-0.413361,-0.00625,315.731,2.49E+00,315.687,2.75E+00,315.848,2.71E+00
-0.415802,-0.00624084,316.046,2.52E+00,316.002,2.84E+00,316.163,2.69E+00
-0.418243,-0.00626831,316.362,2.55E+00,316.318,2.90E+00,316.479,2.73E+00
-0.420685,-0.00625305,316.678,2.56E+00,316.633,2.88E+00,316.795,2.86E+00
-0.423126,-0.00621338,316.993,2.52E+00,316.949,3.16E+00,317.11,2.83E+00
-0.425568,-0.00622559,317.309,2.24E+00,317.265,3.35E+00,317.426,2.86E+00
-0.428009,-0.00625305,317.624,2.40E+00,317.58,3.43E+00,317.741,3.18E+00
-0.43045,-0.00621948,317.94,2.13E+00,317.896,3.08E+00,318.057,3.28E+00
-0.432892,-0.00618896,318.256,1.87E+00,318.211,3.03E+00,318.373,3.13E+00
-0.435333,-0.00620728,318.571,2.05E+00,318.527,2.94E+00,318.688,3.10E+00
-0.437775,-0.00621338,318.887,2.06E+00,318.843,2.69E+00,319.004,3.17E+00
-0.440216,-0.00617065,319.202,2.12E+00,319.158,2.78E+00,319.319,2.93E+00
-0.442657,-0.00615234,319.518,2.34E+00,319.474,2.95E+00,319.635,2.98E+00
-0.445099,-0.00618896,319.834,2.50E+00,319.789,2.85E+00,319.951,2.44E+00
-0.44754,-0.00617981,320.149,2.39E+00,320.105,2.77E+00,320.266,2.83E+00
-0.449982,-0.00614014,320.465,2.53E+00,320.421,3.01E+00,320.582,2.81E+00
-0.452423,-0.00614624,320.78,2.56E+00,320.736,3.01E+00,320.897,2.80E+00
-0.454865,-0.00618286,,,321.052,3.16E+00,321.213,2.78E+00
-0.457306,-0.00618286,,,321.367,3.26E+00,321.529,3.02E+00
-0.459747,-0.00615845,,,321.683,3.11E+00,321.844,3.17E+00
-0.462189,-0.00617371,,,321.999,3.15E+00,322.16,3.30E+00
-0.46463,-0.00619507,,,322.314,3.02E+00,322.475,3.03E+00
-0.467072,-0.0061615,,,322.63,2.82E+00,322.791,3.03E+00
-0.469513,-0.00614319,,,322.945,2.84E+00,323.107,2.77E+00
-0.471954,-0.00617676,,,323.261,2.73E+00,323.422,2.86E+00
-0.474396,-0.00620728,,,323.577,2.61E+00,323.738,2.69E+00
-0.476837,-0.00619202,,,323.892,2.85E+00,324.053,2.11E+00
-0.479279,-0.00618286,,,324.208,2.83E+00,324.369,2.68E+00
-0.48172,-0.00622253,,,324.523,3.38E+00,324.685,2.86E+00
-0.484161,-0.00620728,,,324.839,3.11E+00,325,2.91E+00
-0.486603,-0.00617065,,,325.155,3.11E+00,325.316,3.11E+00
-0.489044,-0.00618896,,,325.47,3.22E+00,325.631,3.04E+00
-0.491486,-0.00621643,,,325.786,3.08E+00,325.947,3.13E+00
-0.493927,-0.00619812,,,326.101,2.94E+00,326.263,3.06E+00
-0.496368,-0.00617065,,,326.417,2.72E+00,326.578,3.18E+00
-0.49881,-0.00620422,,,326.733,2.87E+00,326.894,2.95E+00
-0.501251,-0.00623474,,,327.048,2.71E+00,327.209,2.86E+00
-0.503693,-0.00620422,,,327.364,3.00E+00,327.525,2.74E+00
-0.506134,-0.00621338,,,327.679,2.78E+00,327.841,2.86E+00
-0.508575,-0.00621643,,,327.995,2.78E+00,328.156,2.68E+00
-0.511017,-0.00622864,,,328.311,2.97E+00,328.472,2.67E+00
-0.513458,-0.00623779,,,328.626,3.33E+00,328.787,2.96E+00
-0.5159,-0.00623779,,,328.942,3.38E+00,329.103,2.85E+00
-0.518341,-0.00626221,,,329.257,3.29E+00,329.419,3.22E+00
-0.520782,-0.00625305,,,329.573,3.14E+00,329.734,3.26E+00
-0.523224,-0.0062561,,,329.889,3.00E+00,330.05,3.12E+00
-0.525665,-0.00626221,,,330.204,2.93E+00,330.365,3.03E+00
-0.528107,-0.00629578,,,330.52,2.74E+00,330.681,2.87E+00
-0.530548,-0.00631104,,,330.835,2.89E+00,330.997,2.77E+00
-0.53299,-0.00631714,,,331.151,2.61E+00,331.312,2.69E+00
-0.535431,-0.0063385,,,331.467,2.80E+00,331.628,2.61E+00
-0.537872,-0.0063446,,,331.782,2.79E+00,331.943,2.86E+00
-0.540314,-0.00632019,,,332.098,2.81E+00,332.259,2.75E+00
-0.542755,-0.00631409,,,332.413,3.25E+00,332.575,2.87E+00
-0.545197,-0.00631409,,,332.729,3.49E+00,332.89,3.23E+00
-0.547638,-0.00632019,,,333.045,3.16E+00,333.206,3.32E+00
-0.550079,-0.00636292,,,333.36,2.89E+00,333.521,3.28E+00
-0.552521,-0.00636292,,,333.676,2.87E+00,333.837,3.18E+00
-0.554962,-0.00636292,,,333.991,2.81E+00,334.153,3.26E+00
-0.557404,-0.00636597,,,334.307,2.85E+00,334.468,2.97E+00
-0.559845,-0.00637207,,,334.623,2.66E+00,334.784,2.76E+00
-0.562286,-0.00637817,,,334.938,2.88E+00,335.099,3.09E+00
-0.564728,-0.00638428,,,335.254,2.67E+00,335.415,2.75E+00
-0.567169,-0.00639343,,,335.569,2.73E+00,335.731,2.63E+00
-0.569611,-0.00639343,,,335.885,2.93E+00,336.046,2.91E+00
-0.572052,-0.00639954,,,336.201,3.10E+00,336.362,2.79E+00
-0.574493,-0.00641174,,,336.516,3.13E+00,336.677,2.94E+00
-0.576935,-0.0064209,,,336.832,3.10E+00,336.993,3.14E+00
-0.579376,-0.006427,,,337.147,3.07E+00,337.309,3.11E+00
-0.581818,-0.00643921,,,337.463,3.25E+00,337.624,3.24E+00
-0.584259,-0.00644836,,,337.779,3.06E+00,337.94,3.15E+00
-0.5867,-0.00646362,,,338.094,2.77E+00,338.255,3.17E+00
-0.589142,-0.00647278,,,338.41,2.86E+00,338.571,2.85E+00
-0.591583,-0.00648804,,,338.725,2.80E+00,338.887,2.77E+00
-0.594025,-0.0065033,,,339.041,2.87E+00,339.202,2.86E+00
-0.596466,-0.00652771,,,339.357,2.98E+00,339.518,2.68E+00
-0.598907,-0.00653687,,,339.672,2.84E+00,339.833,2.70E+00
-0.601349,-0.00655823,,,339.988,3.08E+00,340.149,2.74E+00
-0.60379,-0.00656738,,,340.303,3.15E+00,340.465,3.08E+00
-0.606232,-0.00657654,,,340.619,3.15E+00,340.78,3.08E+00
-0.608673,-0.0065918,,,340.935,3.02E+00,341.096,3.08E+00
-0.611115,-0.00663147,,,341.25,3.08E+00,341.411,3.26E+00
-0.613556,-0.006604,,,341.566,3.05E+00,341.727,3.03E+00
-0.615997,-0.00662231,,,341.881,2.96E+00,342.043,2.93E+00
-0.618439,-0.0066803,,,342.197,2.85E+00,342.358,3.09E+00
-0.62088,-0.0066803,,,342.513,2.64E+00,342.674,3.19E+00
-0.623322,-0.00666504,,,342.828,2.61E+00,342.989,2.73E+00
-0.625763,-0.00670776,,,343.144,3.14E+00,343.305,2.71E+00
-0.628204,-0.0067749,,,343.459,2.80E+00,343.621,2.76E+00
-0.630646,-0.00674744,,,343.775,2.90E+00,343.936,2.98E+00
-0.633087,-0.00675049,,,344.091,3.11E+00,344.252,2.89E+00
-0.635529,-0.00681458,,,344.406,3.19E+00,344.567,3.08E+00
-0.63797,-0.0068634,,,344.722,3.08E+00,344.883,3.07E+00
-0.640411,-0.00684509,,,345.037,3.23E+00,345.199,3.35E+00
-0.642853,-0.0068634,,,345.353,3.20E+00,345.514,2.93E+00
-0.645294,-0.00693665,,,345.669,2.85E+00,345.83,3.15E+00
-0.647736,-0.00696411,,,345.984,3.00E+00,346.145,3.00E+00
-0.650177,-0.00694885,,,346.3,2.87E+00,346.461,3.03E+00
-0.652618,-0.00698547,,,346.615,2.57E+00,346.777,2.77E+00
-0.65506,-0.00707092,,,346.931,2.91E+00,347.092,2.86E+00
-0.657501,-0.00704041,,,347.247,2.89E+00,347.408,2.60E+00
-0.659943,-0.00703125,,,347.562,2.95E+00,347.723,2.73E+00
-0.662384,-0.00709229,,,347.878,3.10E+00,348.039,2.96E+00
-0.664825,-0.00716553,,,348.193,3.23E+00,348.355,3.00E+00
-0.667267,-0.00715332,,,348.509,3.37E+00,348.67,3.16E+00
-0.669708,-0.00716248,,,348.825,3.27E+00,348.986,3.25E+00
-0.67215,-0.00725403,,,349.14,3.29E+00,349.301,3.38E+00
-0.674591,-0.0072998,,,349.456,2.98E+00,349.617,3.14E+00
-0.677032,-0.0072876,,,349.771,2.72E+00,349.933,3.17E+00
-0.679474,-0.00732422,,,350.087,2.91E+00,350.248,3.28E+00
-0.681915,-0.00741577,,,350.403,2.59E+00,350.564,2.73E+00
-0.684357,-0.00743408,,,350.718,2.73E+00,350.879,2.70E+00
-0.686798,-0.00744934,,,351.034,2.90E+00,351.195,2.69E+00
-0.68924,-0.00747986,,,351.349,3.09E+00,351.511,2.82E+00
-0.691681,-0.00751343,,,351.665,3.41E+00,351.826,2.79E+00
-0.694122,-0.00754089,,,351.981,3.20E+00,352.142,2.96E+00
-0.696564,-0.00761414,,,352.296,3.18E+00,352.457,3.08E+00
-0.699005,-0.00765686,,,352.612,3.39E+00,352.773,3.12E+00
-0.701447,-0.00769958,,,352.927,3.11E+00,353.089,3.11E+00
-0.703888,-0.00773315,,,353.243,2.93E+00,353.404,3.19E+00
-0.706329,-0.00776062,,,353.559,2.87E+00,353.72,2.95E+00
-0.708771,-0.00778809,,,353.874,2.87E+00,354.035,3.10E+00
-0.711212,-0.00787048,,,354.19,2.75E+00,354.351,2.91E+00
-0.713654,-0.00791016,,,354.505,2.89E+00,354.667,2.83E+00
-0.716095,-0.00793457,,,354.821,2.95E+00,354.982,2.74E+00
-0.718536,-0.00795593,,,355.137,2.89E+00,355.298,2.72E+00
-0.720978,-0.00798035,,,355.452,3.13E+00,355.613,2.67E+00
-0.723419,-0.00800476,,,355.768,3.16E+00,355.929,2.82E+00
-0.725861,-0.00802307,,,356.083,3.37E+00,356.245,3.18E+00
-0.728302,-0.00805054,,,356.399,3.28E+00,356.56,3.10E+00
-0.730743,-0.0080658,,,356.715,3.08E+00,356.876,3.12E+00
-0.733185,-0.008078,,,357.03,2.78E+00,357.191,3.13E+00
-0.735626,-0.00809631,,,357.346,3.12E+00,357.507,3.16E+00
-0.738068,-0.00811157,,,357.661,2.76E+00,357.823,2.90E+00
-0.740509,-0.00813293,,,357.977,2.70E+00,358.138,2.91E+00
-0.74295,-0.00813904,,,358.293,2.79E+00,358.454,2.62E+00
-0.745392,-0.00814819,,,358.608,2.86E+00,358.769,2.74E+00
-0.747833,-0.00817261,,,358.924,2.78E+00,359.085,2.77E+00
-0.750275,-0.00818787,,,359.239,2.97E+00,359.401,2.90E+00
-0.752716,-0.00819397,,,359.555,2.97E+00,359.716,2.87E+00
-0.755157,-0.00820618,,,359.871,3.17E+00,360.032,2.94E+00
-0.757599,-0.00820618,,,360.186,3.18E+00,360.347,3.15E+00
-0.76004,-0.00821838,,,360.502,3.08E+00,360.663,3.11E+00
-0.762482,-0.00822144,,,360.817,2.94E+00,360.979,3.30E+00
-0.764923,-0.00823059,,,361.133,2.95E+00,361.294,3.21E+00
-0.767365,-0.00823669,,,361.449,2.98E+00,361.61,3.22E+00
-0.769806,-0.0082428,,,361.764,2.87E+00,361.925,2.97E+00
-0.772247,-0.0082489,,,362.08,2.75E+00,362.241,2.87E+00
-0.774689,-0.008255,,,362.395,2.82E+00,362.557,2.71E+00
-0.77713,-0.00826111,,,362.711,3.10E+00,362.872,2.70E+00
-0.779572,-0.00826416,,,363.027,2.87E+00,363.188,2.72E+00
-0.782013,-0.00826721,,,363.342,3.08E+00,363.503,2.82E+00
-0.784454,-0.00827942,,,363.658,3.08E+00,363.819,3.11E+00
-0.786896,-0.00828857,,,363.973,3.23E+00,364.135,2.98E+00
-0.789337,-0.00829468,,,364.289,3.33E+00,364.45,3.23E+00
-0.791779,-0.00829468,,,364.605,2.89E+00,364.766,3.65E+00
-0.79422,-0.00830383,,,364.92,3.14E+00,365.081,2.97E+00
-0.796661,-0.00830688,,,365.236,2.94E+00,365.397,3.10E+00
-0.799103,-0.00830688,,,365.551,2.66E+00,365.713,3.12E+00
-0.801544,-0.00831604,,,365.867,2.82E+00,366.028,2.91E+00
-0.803986,-0.00831604,,,366.183,2.72E+00,366.344,2.76E+00
-0.806427,-0.00830994,,,366.498,2.70E+00,366.659,2.61E+00
-0.808868,-0.00831604,,,366.814,3.04E+00,366.975,2.97E+00
-0.81131,-0.00834351,,,367.129,3.12E+00,367.291,3.10E+00
-0.813751,-0.00830688,,,367.445,3.01E+00,367.606,2.95E+00
-0.816193,-0.00830383,,,367.761,3.20E+00,367.922,3.10E+00
-0.818634,-0.00835876,,,368.076,3.25E+00,368.237,3.18E+00
-0.821075,-0.00835266,,,368.392,2.94E+00,368.553,3.16E+00
-0.823517,-0.00830994,,,368.707,3.01E+00,368.869,3.21E+00
-0.825958,-0.0083313,,,369.023,3.03E+00,369.184,3.32E+00
-0.8284,-0.00836792,,,369.339,2.95E+00,369.5,3.01E+00
-0.830841,-0.00834656,,,369.654,2.84E+00,369.815,2.93E+00
-0.833282,-0.00831909,,,369.97,2.62E+00,370.131,2.82E+00
-0.835724,-0.00834656,,,370.285,2.65E+00,370.447,2.63E+00
-0.838165,-0.00837708,,,370.601,2.84E+00,370.762,2.55E+00
-0.840607,-0.00834961,,,370.917,3.16E+00,371.078,2.64E+00
-0.843048,-0.00832825,,,371.232,3.19E+00,371.393,2.96E+00
-0.84549,-0.00836182,,,371.548,3.38E+00,371.709,3.05E+00
-0.847931,-0.00838013,,,371.863,3.29E+00,372.025,2.92E+00
-0.850372,-0.00835571,,,372.179,3.19E+00,372.34,3.00E+00
-0.852814,-0.00835876,,,372.495,3.08E+00,372.656,3.29E+00
-0.855255,-0.00843201,,,372.81,3.01E+00,372.971,3.09E+00
-0.857697,-0.00839539,,,373.126,2.77E+00,373.287,3.18E+00
-0.860138,-0.00836182,,,373.441,2.72E+00,373.603,3.02E+00
-0.862579,-0.00837708,,,373.757,2.64E+00,373.918,2.82E+00
-0.865021,-0.00840759,,,374.073,2.69E+00,374.234,2.82E+00
-0.867462,-0.00839539,,,374.388,2.73E+00,374.549,2.69E+00
-0.869904,-0.00836487,,,374.704,3.08E+00,374.865,2.76E+00
-0.872345,-0.00838318,,,375.019,3.02E+00,375.181,2.77E+00
-0.874786,-0.00841064,,,375.335,3.21E+00,375.496,3.05E+00
-0.877228,-0.00839539,,,375.651,3.38E+00,375.812,3.22E+00
-0.879669,-0.00838928,,,375.966,3.33E+00,376.127,3.19E+00
-0.882111,-0.00842285,,,376.282,3.14E+00,376.443,3.21E+00
-0.884552,-0.00843811,,,376.597,3.40E+00,376.759,3.34E+00
-0.886993,-0.00841064,,,376.913,2.87E+00,377.074,3.48E+00
-0.889435,-0.0084137,,,377.229,2.73E+00,377.39,2.92E+00
-0.891876,-0.00845337,,,377.544,2.63E+00,377.705,2.74E+00
-0.894318,-0.00844727,,,377.86,2.69E+00,378.021,2.52E+00
-0.896759,-0.0084198,,,378.175,3.02E+00,378.337,2.53E+00
-0.8992,-0.00843811,,,378.491,3.00E+00,378.652,2.46E+00
-0.901642,-0.00846558,,,378.807,3.14E+00,378.968,2.50E+00
-0.904083,-0.00844116,,,379.122,3.08E+00,379.283,2.42E+00
-0.906525,-0.00844116,,,379.438,3.10E+00,379.599,2.49E+00
-0.908966,-0.00843811,,,379.753,2.99E+00,379.915,2.62E+00
-0.911407,-0.00844116,,,380.069,3.32E+00,380.23,2.74E+00
-0.913849,-0.00844116,,,380.385,2.92E+00,380.546,2.56E+00
-0.91629,-0.00844727,,,380.7,2.62E+00,380.861,2.89E+00
-0.918732,-0.00846863,,,381.016,2.91E+00,381.177,2.54E+00
-0.921173,-0.00847778,,,381.331,2.89E+00,381.493,2.28E+00
-0.923615,-0.00848083,,,381.647,2.72E+00,381.808,2.40E+00
-0.926056,-0.00848389,,,381.963,2.94E+00,382.124,2.23E+00
-0.928497,-0.00848389,,,382.278,2.95E+00,382.439,2.30E+00
-0.930939,-0.00848389,,,382.594,3.16E+00,382.755,2.43E+00
-0.93338,-0.00849609,,,382.909,3.10E+00,383.071,2.45E+00
-0.935822,-0.00848999,,,383.225,3.18E+00,383.386,2.52E+00
-0.938263,-0.00849609,,,383.541,3.23E+00,383.702,2.75E+00
-0.940704,-0.0085022,,,383.856,3.42E+00,384.017,2.70E+00
-0.943146,-0.00849609,,,384.172,3.21E+00,384.333,2.77E+00
-0.945587,-0.00849915,,,384.487,2.91E+00,384.649,2.60E+00
-0.948029,-0.00854797,,,384.803,2.78E+00,384.964,2.63E+00
-0.95047,-0.00856628,,,385.119,2.67E+00,385.28,2.33E+00
-0.952911,-0.00856934,,,385.434,2.68E+00,385.595,2.57E+00
-0.955353,-0.00857544,,,385.75,2.75E+00,385.911,2.41E+00
-0.957794,-0.00858154,,,386.065,2.92E+00,386.227,2.35E+00
-0.960236,-0.0085907,,,386.381,2.99E+00,386.542,2.38E+00
-0.962677,-0.0085968,,,386.697,3.21E+00,386.858,2.63E+00
-0.965118,-0.00859375,,,387.012,3.40E+00,387.173,2.50E+00
-0.96756,-0.00855713,,,387.328,3.09E+00,387.489,2.81E+00
-0.970001,-0.00855713,,,387.643,3.13E+00,387.805,2.60E+00
-0.972443,-0.00856018,,,387.959,3.38E+00,388.12,2.82E+00
-0.974884,-0.00856628,,,388.275,2.77E+00,388.436,2.72E+00
-0.977325,-0.00856934,,,388.59,2.86E+00,388.751,2.65E+00
-0.979767,-0.00857544,,,388.906,2.81E+00,389.067,2.47E+00
-0.982208,-0.00858459,,,389.221,3.06E+00,389.383,2.43E+00
-0.98465,-0.00858765,,,389.537,2.75E+00,389.698,2.39E+00
-0.987091,-0.00859985,,,389.853,3.22E+00,390.014,2.21E+00
-0.989532,-0.00860596,,,390.168,2.84E+00,390.329,2.36E+00
-0.991974,-0.00861816,,,390.484,3.26E+00,390.645,2.43E+00
-0.994415,-0.00862732,,,390.799,3.20E+00,390.961,2.46E+00
-0.996857,-0.00863953,,,391.115,3.25E+00,391.276,2.65E+00
-0.999298,-0.00864258,,,391.431,3.28E+00,391.592,2.67E+00
-1.00174,-0.00865784,,,391.746,3.07E+00,391.907,2.65E+00
-1.00418,-0.00866699,,,392.062,3.02E+00,392.223,2.86E+00
-1.00662,-0.0086792,,,392.377,2.87E+00,392.539,2.79E+00
-1.00906,-0.0086853,,,392.693,2.74E+00,392.854,2.47E+00
-1.01151,-0.00872192,,,393.009,2.78E+00,393.17,2.35E+00
-1.01395,-0.00874329,,,393.324,2.79E+00,393.485,2.51E+00
-1.01639,-0.00871887,,,393.64,2.95E+00,393.801,2.23E+00
-1.01883,-0.00875244,,,393.955,2.97E+00,394.117,2.33E+00
-1.02127,-0.0087738,,,394.271,3.12E+00,394.432,2.19E+00
-1.02371,-0.00875244,,,394.587,3.21E+00,394.748,2.45E+00
-1.02615,-0.00881348,,,394.902,3.36E+00,395.063,2.49E+00
-1.02859,-0.00879211,,,395.218,3.09E+00,395.379,2.70E+00
-1.03104,-0.00882568,,,395.533,3.03E+00,395.695,2.67E+00
-1.03348,-0.00881348,,,395.849,3.11E+00,396.01,2.96E+00
-1.03592,-0.00884094,,,396.165,2.93E+00,396.326,3.04E+00
-1.03836,-0.00888062,,,396.48,2.83E+00,396.641,2.54E+00
-1.0408,-0.00887756,,,396.796,2.71E+00,396.957,2.38E+00
-1.04324,-0.00888062,,,397.111,2.68E+00,397.273,2.45E+00
-1.04568,-0.00892334,,,397.427,2.95E+00,397.588,2.36E+00
-1.04813,-0.00895996,,,397.743,3.09E+00,397.904,2.44E+00
-1.05057,-0.00895081,,,398.058,3.22E+00,398.219,2.39E+00
-1.05301,-0.00896301,,,398.374,3.19E+00,398.535,2.42E+00
-1.05545,-0.00901184,,,398.689,3.38E+00,398.851,2.60E+00
-1.05789,-0.00903625,,,399.005,3.29E+00,399.166,2.78E+00
