Figure 3 data,,,,,,,,,,,
Exp 1 (11/17),,,,Exp 3 (12/1),,,,Exp 6 (10/11),,,
300 mV/s,,,,300 mV/s,,,,300 mV/s,,,
WE Potential (V),Adjusted Potential (WE Potential + 0 V),WE Current Density (A/cm^2),WE Current Density (mA/cm^2),WE Potential (V),Adjusted Potential (WE Potential - 0.2 V),WE Current Density (A/cm^2),WE Current Density (mA/cm^2),WE Potential (V),Adjusted Potential (WE Potential - 0.9 V),WE Current Density (A/cm^2),WE Current Density (mA/cm^2)
-0.13739,-0.13739,0.003858766,3.858765803,0.522705,0.322705,0.003534373,3.534373366,1.72302,0.82302,0.03416588,34.16588049
-0.136322,-0.136322,0.003855341,3.85534081,0.523712,0.323712,0.003540261,3.540260594,1.72394,0.82394,0.034321588,34.32158814
-0.135284,-0.135284,0.003899888,3.89988818,0.52478,0.32478,0.003510815,3.510814802,1.72485,0.82485,0.034542181,34.54218106
-0.134216,-0.134216,0.003896463,3.896463187,0.525909,0.325909,0.003522589,3.522589258,1.72577,0.82577,0.03480168,34.80167963
-0.133148,-0.133148,0.003845055,3.8450546,0.526978,0.326978,0.003537317,3.53731698,1.72699,0.82699,0.035048252,35.04825217
-0.132202,-0.132202,0.003906738,3.906738167,0.528046,0.328046,0.003516702,3.51670203,1.7276,0.8276,0.035178023,35.17802272
-0.131012,-0.131012,0.003910174,3.91017439,0.529114,0.329114,0.003522589,3.522589258,1.72882,0.82882,0.03545049,35.45048984
-0.129944,-0.129944,0.003882752,3.882751985,0.530182,0.330182,0.00353143,3.531429752,1.73065,0.83065,0.035697062,35.69706238
-0.128906,-0.128906,0.003886177,3.886176978,0.531189,0.331189,0.003537317,3.53731698,1.73187,0.83187,0.035943592,35.9435924
-0.127899,-0.127899,0.003917024,3.917024376,0.532379,0.332379,0.003507862,3.507861536,1.73248,0.83248,0.036112269,36.1122686
-0.12674,-0.12674,0.003889613,3.889613201,0.533325,0.333325,0.00353143,3.531429752,1.73279,0.83279,0.036449664,36.44966351
-0.125641,-0.125641,0.003872477,3.872477005,0.534424,0.334424,0.003543204,3.543204208,1.73462,0.83462,0.036657288,36.65728788
-0.124634,-0.124634,0.003893038,3.893038194,0.535492,0.335492,0.003534373,3.534373366,1.73584,0.83584,0.036929755,36.92975501
-0.123566,-0.123566,0.003903313,3.903313174,0.53656,0.33656,0.003528486,3.528486138,1.73645,0.83645,0.037189296,37.1892961
-0.122498,-0.122498,0.003875902,3.875901998,0.537628,0.337628,0.003546157,3.546157474,1.73737,0.83737,0.037526648,37.52664849
-0.121429,-0.121429,0.003896463,3.896463187,0.538757,0.338757,0.003549101,3.549101088,1.73889,0.83889,0.037708336,37.70833576
-0.120361,-0.120361,0.003937586,3.937585565,0.539734,0.339734,0.003534373,3.534373366,1.74011,0.84011,0.038045688,38.04568816
-0.119263,-0.119263,0.003875902,3.875901998,0.540863,0.340863,0.003557932,3.55793193,1.74133,0.84133,0.038318198,38.3181978
-0.118195,-0.118195,0.003879327,3.879326992,0.541901,0.341901,0.003569716,3.569716038,1.74225,0.84225,0.038629613,38.6296131
-0.117157,-0.117157,0.003910174,3.91017439,0.542999,0.342999,0.003546157,3.546157474,1.74347,0.84347,0.038915091,38.91509129
-0.116119,-0.116119,0.003927299,3.927299356,0.543976,0.343976,0.003557932,3.55793193,1.74377,0.84377,0.039252486,39.2524862
-0.115021,-0.115021,0.003903313,3.903313174,0.545105,0.345105,0.003569716,3.569716038,1.74469,0.84469,0.039524953,39.52495333
-0.113922,-0.113922,0.003920449,3.920449369,0.546204,0.346204,0.003575603,3.575603266,1.74591,0.84591,0.03984938,39.84937969
-0.112854,-0.112854,0.003958147,3.958146754,0.54718,0.34718,0.003554988,3.554988316,1.74744,0.84744,0.040186732,40.18673209
-0.111816,-0.111816,0.003934161,3.934160572,0.548309,0.348309,0.003575603,3.575603266,1.74805,0.84805,0.040589012,40.58901228
-0.110779,-0.110779,0.003934161,3.934160572,0.549286,0.349286,0.003578557,3.578556532,1.74927,0.84927,0.040913396,40.91339612
-0.109741,-0.109741,0.003964997,3.96499674,0.550385,0.350385,0.003563829,3.56382881,1.75049,0.85049,0.041276728,41.27672814
-0.108673,-0.108673,0.003937586,3.937585565,0.551575,0.351575,0.003557932,3.55793193,1.7514,0.8514,0.041717914,41.71791398
-0.107513,-0.107513,0.003910174,3.91017439,0.552612,0.352612,0.003590331,3.590330988,1.75293,0.85293,0.042068277,42.06827744
-0.106537,-0.106537,0.003951297,3.951296767,0.55368,0.35368,0.00357266,3.572659652,1.75354,0.85354,0.04240563,42.40562984
-0.105408,-0.105408,0.003995844,3.995844138,0.554718,0.354718,0.00357266,3.572659652,1.75446,0.85446,0.042872753,42.87275278
-0.104309,-0.104309,0.003927299,3.927299356,0.555786,0.355786,0.0035815,3.581500146,1.75537,0.85537,0.043236297,43.2362974
-0.103271,-0.103271,0.003923874,3.923874362,0.556885,0.356885,0.003590331,3.590330988,1.75659,0.85659,0.043612598,43.61259797
-0.102203,-0.102203,0.003982133,3.982132936,0.557983,0.357983,0.003566772,3.566772424,1.75812,0.85812,0.04406671,44.06670984
-0.101166,-0.101166,0.003971858,3.971857956,0.55896,0.35896,0.003587387,3.587387374,1.75873,0.85873,0.044507641,44.50764056
-0.100098,-0.100098,0.003947861,3.947860544,0.560028,0.360028,0.003596228,3.596227868,1.76025,0.86025,0.044923059,44.92305938
-0.098999,-0.098999,0.003995844,3.995844138,0.561157,0.361157,0.003590331,3.590330988,1.76147,0.86147,0.045389927,45.3899272
-0.0980225,-0.0980225,0.003999269,3.999269131,0.562195,0.362195,0.003587387,3.587387374,1.76239,0.86239,0.045818527,45.81852717
-0.0968323,-0.0968323,0.003941011,3.941010558,0.563232,0.363232,0.003605059,3.60505871,1.76392,0.86392,0.046363206,46.36320629
-0.0957947,-0.0957947,0.003975283,3.975282949,0.564362,0.364362,0.003599171,3.599171482,1.76422,0.86422,0.04671357,46.71356976
-0.0947571,-0.0947571,0.004016405,4.016405327,0.56546,0.36546,0.003596228,3.596227868,1.76514,0.86514,0.0472068,47.20679988
-0.093689,-0.093689,0.004016405,4.016405327,0.566528,0.366528,0.003599171,3.599171482,1.76666,0.86666,0.047829716,47.82971551
-0.0925903,-0.0925903,0.003978708,3.978707942,0.567566,0.367566,0.003625674,3.62567366,1.76788,0.86788,0.048270646,48.27064623
-0.0915222,-0.0915222,0.00401983,4.01983032,0.568665,0.368665,0.003610956,3.610955589,1.7691,0.8691,0.048777058,48.7770575
-0.0905151,-0.0905151,0.004040392,4.040391509,0.569641,0.369641,0.00362273,3.622730046,1.77002,0.87002,0.049386792,49.38679198
-0.0894165,-0.0894165,0.003982133,3.982132936,0.57074,0.37074,0.003631571,3.63157054,1.77094,0.87094,0.049918715,49.91871516
-0.0883484,-0.0883484,0.004033542,4.033541522,0.571869,0.371869,0.003646298,3.646298261,1.77185,0.87185,0.050437882,50.43788238
-0.0873108,-0.0873108,0.004095225,4.095225089,0.572876,0.372876,0.003640401,3.640401382,1.77338,0.87338,0.051047617,51.04761686
-0.0862122,-0.0862122,0.004026692,4.026691536,0.573944,0.373944,0.003649242,3.649241876,1.7746,0.8746,0.051605477,51.60547714
-0.085144,-0.085144,0.004043817,4.043816502,0.575012,0.375012,0.003666913,3.666913212,1.77521,0.87521,0.052137826,52.13782551
-0.0841064,-0.0841064,0.0040918,4.091800096,0.576141,0.376141,0.003661016,3.661016332,1.77612,0.87612,0.052786678,52.78667824
-0.0830994,-0.0830994,0.004064378,4.064377691,0.57724,0.37724,0.003655129,3.655129104,1.77734,0.87734,0.05342235,53.42234982
-0.0820007,-0.0820007,0.004057528,4.057527704,0.578217,0.378217,0.003678697,3.678697319,1.77826,0.87826,0.054071203,54.07120255
-0.0808716,-0.0808716,0.004112361,4.112361284,0.579285,0.379285,0.003666913,3.666913212,1.77979,0.87979,0.054629063,54.62906283
-0.079895,-0.079895,0.004112361,4.112361284,0.580292,0.380292,0.003681641,3.681640933,1.7807,0.8807,0.055394845,55.39484511
-0.0787659,-0.0787659,0.004112361,4.112361284,0.581451,0.381451,0.003705199,3.705199498,1.78192,0.88192,0.056095147,56.09514684
-0.0777283,-0.0777283,0.004112361,4.112361284,0.58255,0.38255,0.003708143,3.708143112,1.78284,0.88284,0.056769937,56.76993667
-0.0766602,-0.0766602,0.004136347,4.136347466,0.583588,0.383588,0.003696369,3.696368655,1.78406,0.88406,0.057483845,57.48384476
-0.0755615,-0.0755615,0.004156909,4.156908655,0.584625,0.384625,0.003719927,3.71992722,1.78497,0.88497,0.058249202,58.24920184
-0.0744934,-0.0744934,0.004108936,4.108936291,0.585724,0.385724,0.003737599,3.737598556,1.78558,0.88558,0.058911236,58.91123572
-0.0734253,-0.0734253,0.00417062,4.170619858,0.586731,0.386731,0.003734655,3.734654941,1.78741,0.88741,0.059676593,59.67659281
-0.0723572,-0.0723572,0.004184331,4.18433106,0.587891,0.387891,0.003737599,3.737598556,1.78772,0.88772,0.060455131,60.45513105
-0.0712585,-0.0712585,0.004174045,4.174044851,0.588959,0.388959,0.003772941,3.772941228,1.78925,0.88925,0.061272788,61.27278753
-0.070282,-0.070282,0.004184331,4.18433106,0.589996,0.389996,0.003767054,3.767053999,1.79077,0.89077,0.061999452,61.99945157
-0.0692444,-0.0692444,0.00424259,4.242589633,0.591003,0.391003,0.003781782,3.781781721,1.79138,0.89138,0.061947577,61.94757736
-0.0681152,-0.0681152,0.004187756,4.187756053,0.592102,0.392102,0.003802397,3.802396671,1.79291,0.89291,0.061817892,61.81789186
-0.0670776,-0.0670776,0.004204892,4.204892249,0.59317,0.39317,0.003799453,3.799453057,1.79352,0.89352,0.06154534,61.54533969
-0.065979,-0.065979,0.004235728,4.235728417,0.594269,0.394269,0.003790613,3.790612564,1.79443,0.89443,0.061402473,61.40247304
-0.0649109,-0.0649109,0.004270001,4.270000808,0.595367,0.395367,0.003820068,3.820068007,1.79504,0.89504,0.062064507,62.06450692
-0.0638428,-0.0638428,0.004239153,4.23915341,0.596344,0.396344,0.003840683,3.840682958,1.79657,0.89657,0.062635123,62.63512315
-0.0628052,-0.0628052,0.004283712,4.283712011,0.597473,0.397473,0.003834796,3.834795729,1.79779,0.89779,0.063309913,63.30991298
-0.061676,-0.061676,0.004280287,4.280287017,0.598572,0.398572,0.003831852,3.831852115,1.7984,0.8984,0.064296373,64.29637322
-0.0606689,-0.0606689,0.004263151,4.263150822,0.599609,0.399609,0.003855411,3.855410679,1.79932,0.89932,0.065113605,65.11360451
-0.0596313,-0.0596313,0.004276851,4.276850795,0.600708,0.400708,0.003890753,3.890753351,1.80054,0.90054,0.065969954,65.96995405
-0.0584717,-0.0584717,0.004341971,4.341970584,0.601746,0.401746,0.00388781,3.887809737,1.80176,0.90176,0.066865422,66.86542184
-0.0574341,-0.0574341,0.004317973,4.317973172,0.602783,0.402783,0.003911368,3.911368302,1.80267,0.90267,0.067773646,67.77364558
-0.056366,-0.056366,0.004304273,4.304273199,0.603882,0.403882,0.003952608,3.952607853,1.80359,0.90359,0.068669113,68.66911337
-0.0553589,-0.0553589,0.004328259,4.328259381,0.604919,0.404919,0.00393788,3.937880131,1.80542,0.90542,0.069642392,69.64239247
-0.0541992,-0.0541992,0.004379668,4.379667968,0.605988,0.405988,0.003961439,3.961438696,1.80634,0.90634,0.07060249,70.60249041
-0.0531921,-0.0531921,0.004345396,4.345395577,0.607025,0.407025,0.003982063,3.982063297,1.80695,0.90695,0.071601707,71.60170661
-0.0521545,-0.0521545,0.004369382,4.369381759,0.608124,0.408124,0.003999735,3.999734633,1.80847,0.90847,0.072561805,72.56180455
-0.0510254,-0.0510254,0.004413929,4.41392913,0.609192,0.409192,0.003999735,3.999734633,1.80939,0.90939,0.073574202,73.5742019
-0.0499878,-0.0499878,0.004376232,4.376231746,0.61026,0.41026,0.004026237,4.026236811,1.8103,0.9103,0.074638048,74.63804825
-0.0488678,-0.0488678,0.004383093,4.383092961,0.611328,0.411328,0.004052749,4.052748641,1.81183,0.91183,0.075663202,75.66320155
-0.0478363,-0.0478363,0.00442079,4.420790346,0.612427,0.412427,0.004052749,4.052748641,1.81244,0.91244,0.076636481,76.63648064
-0.0467529,-0.0467529,0.004451627,4.451626514,0.613525,0.413525,0.004076307,4.076307205,1.81366,0.91366,0.077791319,77.79131945
-0.0456665,-0.0456665,0.004407079,4.407079143,0.614594,0.414594,0.00411165,4.111649877,1.81458,0.91458,0.078932977,78.9329771
-0.0446381,-0.0446381,0.004441352,4.441351535,0.615692,0.415692,0.004108706,4.108706263,1.81549,0.91549,0.080010005,80.0100046
-0.0435638,-0.0435638,0.004482474,4.482473912,0.616699,0.416699,0.004132274,4.132274479,1.81671,0.91671,0.081217143,81.2171428
-0.0424713,-0.0424713,0.004458488,4.45848773,0.617706,0.417706,0.004170561,4.170560765,1.81732,0.91732,0.082371982,82.37198161
-0.0414124,-0.0414124,0.004444777,4.444776528,0.618805,0.418805,0.004197063,4.197062943,1.81885,0.91885,0.083487702,83.48770216
-0.0403595,-0.0403595,0.004472188,4.472187703,0.619843,0.419843,0.004197063,4.197062943,1.81976,0.91976,0.084733533,84.73353342
-0.0392944,-0.0392944,0.004516746,4.516746303,0.621033,0.421033,0.004211791,4.211790665,1.82129,0.92129,0.085901128,85.90112817
-0.0381989,-0.0381989,0.00450646,4.506460094,0.622009,0.422009,0.004247133,4.247133337,1.8222,0.9222,0.087081904,87.08190408
-0.037149,-0.037149,0.004527021,4.527021283,0.623077,0.423077,0.004250087,4.250086602,1.82312,0.92312,0.088237168,88.23716808
-0.036084,-0.036084,0.004557869,4.557868681,0.624176,0.424176,0.004282486,4.28248566,1.82404,0.92404,0.089495755,89.49575529
-0.0350067,-0.0350067,0.004530446,4.530446276,0.625214,0.425214,0.004297204,4.297203731,1.82526,0.92526,0.090715224,90.71522424
-0.033963,-0.033963,0.004540732,4.540732485,0.626312,0.426312,0.004332556,4.332556054,1.82617,0.92617,0.091818189,91.81818885
-0.0328857,-0.0328857,0.004612702,4.612702261,0.62738,0.42738,0.004323716,4.323715561,1.8277,0.9277,0.093025327,93.02532705
-0.0318115,-0.0318115,0.00457843,4.57842987,0.628418,0.428418,0.004347274,4.347274125,1.82861,0.92861,0.094400419,94.40041861
-0.0307373,-0.0307373,0.004568144,4.568143661,0.629517,0.429517,0.004373786,4.373785955,1.82983,0.92983,0.095698124,95.69812407
-0.0296661,-0.0296661,0.004581855,4.581854863,0.630646,0.430646,0.004373786,4.373785955,1.83044,0.93044,0.096943955,96.94395533
-0.0286377,-0.0286377,0.004616127,4.616127254,0.631653,0.431653,0.00437673,4.376729569,1.83197,0.93197,0.098332228,98.33222805
-0.0275482,-0.0275482,0.004581855,4.581854863,0.63269,0.43269,0.004417969,4.41796912,1.83319,0.93319,0.099629934,99.62993351
-0.0264832,-0.0264832,0.004561294,4.561293674,0.633789,0.433789,0.004432697,4.432696842,1.8335,0.9335,0.100849828,100.8498277
-0.0254395,-0.0254395,0.004633263,4.63326345,0.634857,0.434857,0.004432697,4.432696842,1.83502,0.93502,0.102224919,102.2249192
-0.0243561,-0.0243561,0.004640113,4.640113436,0.635864,0.435864,0.004444471,4.444471299,1.83594,0.93594,0.103561743,103.5617429
-0.0233093,-0.0233093,0.004629827,4.629827227,0.636993,0.436993,0.00447687,4.476870356,1.83716,0.93716,0.104807149,104.807149
-0.0222412,-0.0222412,0.00465725,4.657249632,0.638031,0.438031,0.004459199,4.45919902,1.83838,0.93838,0.106040224,106.0402243
-0.0211609,-0.0211609,0.004681236,4.681235814,0.639099,0.439099,0.004485711,4.48571085,1.83929,0.93929,0.107428497,107.428497
-0.0201111,-0.0201111,0.004660675,4.660674625,0.640137,0.440137,0.004503382,4.503382186,1.84021,0.94021,0.108596517,108.596517
-0.0190399,-0.0190399,0.004674386,4.674385827,0.641235,0.441235,0.00451811,4.518109908,1.84174,0.94174,0.109932915,109.9329155
-0.0179688,-0.0179688,0.004742919,4.74291938,0.642273,0.442273,0.004512213,4.512213028,1.84265,0.94265,0.111269314,111.269314
-0.0168915,-0.0168915,0.004708658,4.708658218,0.643372,0.443372,0.004526941,4.52694075,1.84357,0.94357,0.112541082,112.5410824
-0.0158142,-0.0158142,0.004688086,4.6880858,0.64444,0.44444,0.004553453,4.55345258,1.84479,0.94479,0.113683165,113.6831652
-0.0147858,-0.0147858,0.004736069,4.736069394,0.645569,0.445569,0.004541668,4.541668472,1.8457,0.9457,0.114915815,114.9158153
-0.0136993,-0.0136993,0.004756631,4.756630583,0.646576,0.446576,0.004544612,4.544612086,1.84631,0.94631,0.116239033,116.2390327
-0.0126068,-0.0126068,0.004722358,4.722358191,0.647614,0.447614,0.004577011,4.577011144,1.84753,0.94753,0.117484864,117.4848639
-0.0115662,-0.0115662,0.004715508,4.715508205,0.648712,0.448712,0.004565227,4.565227037,1.84906,0.94906,0.118678821,118.678821
-0.0104919,-0.0104919,0.004749781,4.749780596,0.64975,0.44975,0.004571124,4.571123916,1.84998,0.94998,0.119976526,119.9765264
-0.00943298,-0.00943298,0.004736069,4.736069394,0.650879,0.450879,0.004585852,4.585851638,1.85089,0.95089,0.121105428,121.1054281
-0.00837708,-0.00837708,0.004729219,4.729219407,0.651947,0.451947,0.004594682,4.59468248,1.8512,0.9512,0.122247086,122.2470858
-0.00733032,-0.00733032,0.004811464,4.811464162,0.652985,0.452985,0.004588795,4.588795252,1.85242,0.95242,0.123311357,123.3113573
-0.00623169,-0.00623169,0.004773767,4.773766778,0.654053,0.454053,0.004594682,4.59468248,1.85425,0.95425,0.124569945,124.5699446
-0.00517273,-0.00517273,0.004756631,4.756630583,0.655121,0.455121,0.004618251,4.618250696,1.85516,0.95516,0.125659728,125.659728
-0.00411072,-0.00411072,0.004760056,4.760055576,0.656189,0.456189,0.004618251,4.618250696,1.85669,0.95669,0.12678863,126.7886297
-0.00305176,-0.00305176,0.004811464,4.811464162,0.657288,0.457288,0.004600579,4.60057936,1.8576,0.9576,0.127891594,127.8915943
-0.00197144,-0.00197144,0.004773767,4.773766778,0.658325,0.458325,0.004618251,4.618250696,1.85852,0.95852,0.12900774,129.0077401
-0.000915527,-0.000915527,0.004773767,4.773766778,0.659363,0.459363,0.00460941,4.609410202,1.85944,0.95944,0.129876846,129.8768456
0.000152588,0.000152588,0.004811464,4.811464162,0.660431,0.460431,0.004603523,4.603522974,1.86127,0.96127,0.131018928,131.0189284
0.00124817,0.00124817,0.004821739,4.821739142,0.661499,0.461499,0.004606467,4.606466588,1.86218,0.96218,0.132134649,132.134649
0.00229492,0.00229492,0.004753206,4.753205589,0.662567,0.462567,0.004630025,4.630025152,1.86279,0.96279,0.133185739,133.1857394
0.00335693,0.00335693,0.004814889,4.814889156,0.663666,0.463666,0.004594682,4.59468248,1.86371,0.96371,0.134210893,134.2108927
0.00444031,0.00444031,0.004849162,4.849161547,0.664703,0.464703,0.004624138,4.624137924,1.86462,0.96462,0.135339794,135.3397944
0.00551453,0.00551453,0.004787478,4.78747798,0.665802,0.465802,0.004627082,4.627081538,1.86646,0.96646,0.136118333,136.1183326
0.00658264,0.00658264,0.004790903,4.790902974,0.66687,0.46687,0.004615297,4.61529743,1.86646,0.96646,0.137052919,137.0529186
0.00762634,0.00762634,0.00483545,4.835450345,0.667969,0.467969,0.004594682,4.59468248,1.86859,0.96859,0.137999835,137.9998354
0.00870972,0.00870972,0.004811464,4.811464162,0.668976,0.468976,0.004621194,4.62119431,1.86859,0.96859,0.138843429,138.843429
0.00977783,0.00977783,0.004818314,4.818314149,0.670074,0.470074,0.004621194,4.62119431,1.86981,0.96981,0.139570093,139.5700931
0.0108337,0.0108337,0.004825175,4.825175365,0.671173,0.471173,0.004597626,4.597626094,1.87073,0.97073,0.140400505,140.4005055
0.0118988,0.0118988,0.004852587,4.85258654,0.67218,0.47218,0.004600579,4.60057936,1.87256,0.97256,0.141256855,141.256855
0.0129791,0.0129791,0.004814889,4.814889156,0.673248,0.473248,0.004600579,4.60057936,1.87408,0.97408,0.141957582,141.957582
0.014035,0.014035,0.0048286,4.828600358,0.674316,0.474316,0.004585852,4.585851638,1.875,0.975,0.142801176,142.8011756
0.0151184,0.0151184,0.004866298,4.866297742,0.675354,0.475354,0.004585852,4.585851638,1.87531,0.97531,0.143865022,143.8650219
0.0161774,0.0161774,0.004845737,4.845736554,0.676483,0.476483,0.004579955,4.579954758,1.87653,0.97653,0.144682678,144.6826784
0.0172577,0.0172577,0.004780617,4.780616765,0.677521,0.477521,0.004606467,4.606466588,1.87805,0.97805,0.145201846,145.2018456
0.0183197,0.0183197,0.004845737,4.845736554,0.678589,0.478589,0.00455934,4.559339808,1.87897,0.97897,0.146045014,146.045014
0.0193787,0.0193787,0.004886859,4.886858931,0.679657,0.479657,0.004574068,4.57406753,1.87958,0.97958,0.147005537,147.0055371
0.0204651,0.0204651,0.004832025,4.832025351,0.680756,0.480756,0.004571124,4.571123916,1.8808,0.9808,0.147693083,147.6930829
0.021524,0.021524,0.004859437,4.859436527,0.681854,0.481854,0.00455934,4.559339808,1.88171,0.98171,0.148536677,148.5366765
0.0225616,0.0225616,0.004869723,4.869722736,0.682831,0.482831,0.004544612,4.544612086,1.88263,0.98263,0.149016725,149.0167255
0.0236694,0.0236694,0.0048286,4.828600358,0.683899,0.483899,0.004553453,4.55345258,1.88446,0.98446,0.15030125,150.3012498
0.0247192,0.0247192,0.0048423,4.842300331,0.684998,0.484998,0.004538725,4.538724858,1.88538,0.98538,0.150963284,150.9632837
0.0258026,0.0258026,0.004883423,4.883422709,0.685974,0.485974,0.004556396,4.556396194,1.88538,0.98538,0.151949319,151.9493187
0.0268616,0.0268616,0.004859437,4.859436527,0.687103,0.487103,0.004529884,4.529884364,1.88751,0.98751,0.153116913,153.1169135
